Model,Feature Description,Model Description,Training error,Test error,Difference_train_test_error
XGBoost,"sine_cosine, lag_12, horizon=0, demand, capacity, interconnectors","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'reg_alpha': 0.05, 'reg_lambda': 0}",0.3225704041708461,0.3206863935546782,0.001884010616167886
