Model,Feature Description,Model Description,Training error,Test error,Difference_train_test_error
XGBoost,"sine_cosine, lag_12, horizon=0, demand, capacity, interconnectors","{'learning_rate': 0.1, 'max_depth': 50, 'n_estimators': 100, 'reg_alpha': 0.05, 'reg_lambda': 0}",0.004771012911918365,0.35569846008739964,0.3509274471754813
